artist,trigger,count,url,score
abusoru,abusoru,114,https://danbooru.donmai.us/posts?tags=abusoru,0.6065421104431152
abutomato,abutomato,230,https://danbooru.donmai.us/posts?tags=abutomato,0.21182818710803986
acchii_(akina),acchii (akina),270,https://danbooru.donmai.us/posts?tags=acchii_(akina),0.3819798231124878
accio,accio,432,https://danbooru.donmai.us/posts?tags=accio,0.28744181990623474
ace_rocket,ace rocket,117,https://danbooru.donmai.us/posts?tags=ace_rocket,0.21939176321029663
acea4,acea4,173,https://danbooru.donmai.us/posts?tags=acea4,0.4674454629421234
acesrulez,acesrulez,181,https://danbooru.donmai.us/posts?tags=acesrulez,0.1521015614271164
achan_(blue_semi),achan (blue semi),271,https://danbooru.donmai.us/posts?tags=achan_(blue_semi),0.30876606702804565
achiki,achiki,432,https://danbooru.donmai.us/posts?tags=achiki,0.5577490329742432
achilles_(yosshyachillesd),achilles (yosshyachillesd),121,https://danbooru.donmai.us/posts?tags=achilles_(yosshyachillesd),0.24117140471935272
achromaru,achromaru,241,https://danbooru.donmai.us/posts?tags=achromaru,0.41785189509391785
achyue,achyue,107,https://danbooru.donmai.us/posts?tags=achyue,0.6257838606834412
aco_(koaya_ako),aco (koaya ako),125,https://danbooru.donmai.us/posts?tags=aco_(koaya_ako),0.3028835952281952
aco_peda,aco peda,108,https://danbooru.donmai.us/posts?tags=aco_peda,0.15896151959896088
acomu414,acomu414,111,https://danbooru.donmai.us/posts?tags=acomu414,0.4300706386566162
acrux,acrux,118,https://danbooru.donmai.us/posts?tags=acrux,0.14924807846546173
acryl,acryl,202,https://danbooru.donmai.us/posts?tags=acryl,0.09415929764509201
acrylicstroke,acrylicstroke,120,https://danbooru.donmai.us/posts?tags=acrylicstroke,0.4493984580039978
act_(xadachit),act (xadachit),164,https://danbooru.donmai.us/posts?tags=act_(xadachit),0.5516117215156555
acubi_tomaranai,acubi tomaranai,212,https://danbooru.donmai.us/posts?tags=acubi_tomaranai,0.35533079504966736
adarin,adarin,166,https://danbooru.donmai.us/posts?tags=adarin,0.417228639125824
adeshi_(adeshi0693119),adeshi (adeshi0693119),115,https://danbooru.donmai.us/posts?tags=adeshi_(adeshi0693119),0.4432620406150818
admiral_paru,admiral paru,204,https://danbooru.donmai.us/posts?tags=admiral_paru,0.1866530179977417
adochansukisuki,adochansukisuki,141,https://danbooru.donmai.us/posts?tags=adochansukisuki,0.4328688979148865
adomi,adomi,140,https://danbooru.donmai.us/posts?tags=adomi,0.6517932415008545
adpx,adpx,132,https://danbooru.donmai.us/posts?tags=adpx,0.1860722452402115
adsouto,adsouto,779,https://danbooru.donmai.us/posts?tags=adsouto,0.1938379406929016
aduti_momoyama,aduti momoyama,408,https://danbooru.donmai.us/posts?tags=aduti_momoyama,0.20297949016094208
advarcher,advarcher,480,https://danbooru.donmai.us/posts?tags=advarcher,0.3726656436920166
adyisu,adyisu,121,https://danbooru.donmai.us/posts?tags=adyisu,0.29908016324043274
ae_iueo,ae iueo,109,https://danbooru.donmai.us/posts?tags=ae_iueo,0.5538283586502075
aegis_(nerocc),aegis (nerocc),288,https://danbooru.donmai.us/posts?tags=aegis_(nerocc),0.24051088094711304
aelion_draws,aelion draws,266,https://danbooru.donmai.us/posts?tags=aelion_draws,0.3618157207965851
aenaluck,aenaluck,110,https://danbooru.donmai.us/posts?tags=aenaluck,0.2745989263057709
aer007580,aer007580,133,https://danbooru.donmai.us/posts?tags=aer007580,0.3690537214279175
aer7o,aer7o,111,https://danbooru.donmai.us/posts?tags=aer7o,0.49244260787963867
aer_(tengqiu),aer (tengqiu),173,https://danbooru.donmai.us/posts?tags=aer_(tengqiu),0.40309110283851624
aestheticc-meme,aestheticc-meme,911,https://danbooru.donmai.us/posts?tags=aestheticc-meme,0.2332381010055542
aetherion,aetherion,363,https://danbooru.donmai.us/posts?tags=aetherion,0.22841252386569977
afnroll,afnroll,112,https://danbooru.donmai.us/posts?tags=afnroll,0.45439717173576355
afrobull,afrobull,1461,https://danbooru.donmai.us/posts?tags=afrobull,0.18089021742343903
aftamc,aftamc,116,https://danbooru.donmai.us/posts?tags=aftamc,0.5857711434364319
afukuro,afukuro,267,https://danbooru.donmai.us/posts?tags=afukuro,0.43274250626564026
afuro,afuro,171,https://danbooru.donmai.us/posts?tags=afuro,0.1736220419406891
aga_marino,aga marino,381,https://danbooru.donmai.us/posts?tags=aga_marino,0.4305307865142822
agahari,agahari,1466,https://danbooru.donmai.us/posts?tags=agahari,0.26861831545829773
agaki_anko,agaki anko,107,https://danbooru.donmai.us/posts?tags=agaki_anko,0.6947116255760193
agamemega,agamemega,133,https://danbooru.donmai.us/posts?tags=agamemega,0.3151172697544098
agata_(agatha),agata (agatha),164,https://danbooru.donmai.us/posts?tags=agata_(agatha),0.22733305394649506
agawa_ryou,agawa ryou,1930,https://danbooru.donmai.us/posts?tags=agawa_ryou,0.2024792730808258
age_fx,age fx,122,https://danbooru.donmai.us/posts?tags=age_fx,0.8038873672485352
agekichi_(heart_shape),agekichi (heart shape),203,https://danbooru.donmai.us/posts?tags=agekichi_(heart_shape),0.4381406307220459
agemmata,agemmata,159,https://danbooru.donmai.us/posts?tags=agemmata,0.3229891359806061
agemono,agemono,179,https://danbooru.donmai.us/posts?tags=agemono,0.17782573401927948
agenasu,agenasu,188,https://danbooru.donmai.us/posts?tags=agenasu,0.26184943318367004
agetama,agetama,354,https://danbooru.donmai.us/posts?tags=agetama,0.3157062232494354
agnamore,agnamore,265,https://danbooru.donmai.us/posts?tags=agnamore,0.49291783571243286
agonasubi,agonasubi,159,https://danbooru.donmai.us/posts?tags=agonasubi,0.2718071937561035
agoto,agoto,154,https://danbooru.donmai.us/posts?tags=agoto,0.4774412214756012
agovitch,agovitch,111,https://danbooru.donmai.us/posts?tags=agovitch,0.24446356296539307
agwing86,agwing86,230,https://danbooru.donmai.us/posts?tags=agwing86,0.2602485120296478
ah-lyong_lee,ah-lyong lee,311,https://danbooru.donmai.us/posts?tags=ah-lyong_lee,0.180796280503273
ah_yoshimizu,ah yoshimizu,109,https://danbooru.donmai.us/posts?tags=ah_yoshimizu,0.24714650213718414
ahenn,ahenn,480,https://danbooru.donmai.us/posts?tags=ahenn,0.11301306635141373
ai-wa,ai-wa,393,https://danbooru.donmai.us/posts?tags=ai-wa,0.40195661783218384
ai_dongdong,ai dongdong,217,https://danbooru.donmai.us/posts?tags=ai_dongdong,0.4576142728328705
ai_takurou,ai takurou,560,https://danbooru.donmai.us/posts?tags=ai_takurou,0.3250029981136322
aibon,aibon,106,https://danbooru.donmai.us/posts?tags=aibon,0.41073280572891235
aibumi,aibumi,237,https://danbooru.donmai.us/posts?tags=aibumi,0.29639238119125366
aida_takanobu,aida takanobu,405,https://danbooru.donmai.us/posts?tags=aida_takanobu,0.20960700511932373
aida_yuu,aida yuu,113,https://danbooru.donmai.us/posts?tags=aida_yuu,0.15939266979694366
aihara-rina,aihara-rina,142,https://danbooru.donmai.us/posts?tags=aihara-rina,0.38972926139831543
aiharararara,aiharararara,114,https://danbooru.donmai.us/posts?tags=aiharararara,0.43689432740211487
aikawa_arisa,aikawa arisa,107,https://danbooru.donmai.us/posts?tags=aikawa_arisa,0.2579881548881531
aikawa_ruru,aikawa ruru,126,https://danbooru.donmai.us/posts?tags=aikawa_ruru,0.20698551833629608
aikawa_ryou,aikawa ryou,706,https://danbooru.donmai.us/posts?tags=aikawa_ryou,0.20904837548732758
aikawa_tatsuki,aikawa tatsuki,124,https://danbooru.donmai.us/posts?tags=aikawa_tatsuki,0.42926082015037537
